StressAllDay,Region,Station,WY,fWY,nDays,totalDays,propDays
N,Suisun Bay,MSL,2019,2019,357,357,1
Y,Suisun Bay,MSL,2019,2019,0,357,0
N,Suisun Bay,PCT,2010,2010,365,365,1
Y,Suisun Bay,PCT,2010,2010,0,365,0
N,Suisun Bay,PCT,2011,2011,355,355,1
Y,Suisun Bay,PCT,2011,2011,0,355,0
N,Suisun Bay,PCT,2012,2012,363,363,1
Y,Suisun Bay,PCT,2012,2012,0,363,0
N,Suisun Bay,PCT,2013,2013,360,360,1
Y,Suisun Bay,PCT,2013,2013,0,360,0
N,Suisun Bay,PCT,2014,2014,365,365,1
Y,Suisun Bay,PCT,2014,2014,0,365,0
N,Suisun Bay,PCT,2015,2015,363,363,1
Y,Suisun Bay,PCT,2015,2015,0,363,0
N,Suisun Bay,PCT,2016,2016,362,362,1
Y,Suisun Bay,PCT,2016,2016,0,362,0
N,Suisun Bay,PCT,2017,2017,325,325,1
Y,Suisun Bay,PCT,2017,2017,0,325,0
N,Suisun Bay,PCT,2018,2018,320,320,1
Y,Suisun Bay,PCT,2018,2018,0,320,0
N,Suisun Bay,PCT,2019,2019,344,344,1
Y,Suisun Bay,PCT,2019,2019,0,344,0
N,Suisun Bay,PTS,2010,2010,364,364,1
Y,Suisun Bay,PTS,2010,2010,0,364,0
N,Suisun Bay,PTS,2011,2011,325,325,1
Y,Suisun Bay,PTS,2011,2011,0,325,0
N,Suisun Bay,PTS,2012,2012,356,356,1
Y,Suisun Bay,PTS,2012,2012,0,356,0
N,Suisun Bay,PTS,2013,2013,363,363,1
Y,Suisun Bay,PTS,2013,2013,0,363,0
N,Suisun Bay,PTS,2014,2014,365,365,1
Y,Suisun Bay,PTS,2014,2014,0,365,0
N,Suisun Bay,PTS,2015,2015,330,330,1
Y,Suisun Bay,PTS,2015,2015,0,330,0
N,Suisun Bay,PTS,2016,2016,364,364,1
Y,Suisun Bay,PTS,2016,2016,0,364,0
N,Suisun Bay,PTS,2017,2017,365,365,1
Y,Suisun Bay,PTS,2017,2017,0,365,0
N,Suisun Bay,PTS,2018,2018,363,363,1
Y,Suisun Bay,PTS,2018,2018,0,363,0
N,Suisun Bay,PTS,2019,2019,365,365,1
Y,Suisun Bay,PTS,2019,2019,0,365,0
N,Suisun Marsh,BDL,2010,2010,365,365,1
Y,Suisun Marsh,BDL,2010,2010,0,365,0
N,Suisun Marsh,BDL,2011,2011,361,361,1
Y,Suisun Marsh,BDL,2011,2011,0,361,0
N,Suisun Marsh,BDL,2012,2012,364,364,1
Y,Suisun Marsh,BDL,2012,2012,0,364,0
N,Suisun Marsh,BDL,2013,2013,365,365,1
Y,Suisun Marsh,BDL,2013,2013,0,365,0
N,Suisun Marsh,BDL,2014,2014,363,363,1
Y,Suisun Marsh,BDL,2014,2014,0,363,0
N,Suisun Marsh,BDL,2015,2015,364,364,1
Y,Suisun Marsh,BDL,2015,2015,0,364,0
N,Suisun Marsh,BDL,2016,2016,365,365,1
Y,Suisun Marsh,BDL,2016,2016,0,365,0
N,Suisun Marsh,BDL,2017,2017,362,362,1
Y,Suisun Marsh,BDL,2017,2017,0,362,0
N,Suisun Marsh,BDL,2018,2018,361,361,1
Y,Suisun Marsh,BDL,2018,2018,0,361,0
N,Suisun Marsh,BDL,2019,2019,330,330,1
Y,Suisun Marsh,BDL,2019,2019,0,330,0
N,Suisun Marsh,BLL,2010,2010,360,360,1
Y,Suisun Marsh,BLL,2010,2010,0,360,0
N,Suisun Marsh,BLL,2011,2011,363,363,1
Y,Suisun Marsh,BLL,2011,2011,0,363,0
N,Suisun Marsh,BLL,2012,2012,363,363,1
Y,Suisun Marsh,BLL,2012,2012,0,363,0
N,Suisun Marsh,BLL,2013,2013,363,363,1
Y,Suisun Marsh,BLL,2013,2013,0,363,0
N,Suisun Marsh,BLL,2014,2014,363,363,1
Y,Suisun Marsh,BLL,2014,2014,0,363,0
N,Suisun Marsh,BLL,2015,2015,360,360,1
Y,Suisun Marsh,BLL,2015,2015,0,360,0
N,Suisun Marsh,BLL,2016,2016,365,365,1
Y,Suisun Marsh,BLL,2016,2016,0,365,0
N,Suisun Marsh,BLL,2017,2017,353,354,0.997
Y,Suisun Marsh,BLL,2017,2017,1,354,0.003
N,Suisun Marsh,BLL,2018,2018,355,355,1
Y,Suisun Marsh,BLL,2018,2018,0,355,0
N,Suisun Marsh,CYG,2011,2011,364,364,1
Y,Suisun Marsh,CYG,2011,2011,0,364,0
N,Suisun Marsh,CYG,2012,2012,366,366,1
Y,Suisun Marsh,CYG,2012,2012,0,366,0
N,Suisun Marsh,CYG,2013,2013,363,363,1
Y,Suisun Marsh,CYG,2013,2013,0,363,0
N,Suisun Marsh,CYG,2014,2014,363,363,1
Y,Suisun Marsh,CYG,2014,2014,0,363,0
N,Suisun Marsh,CYG,2015,2015,362,362,1
Y,Suisun Marsh,CYG,2015,2015,0,362,0
N,Suisun Marsh,CYG,2016,2016,364,364,1
Y,Suisun Marsh,CYG,2016,2016,0,364,0
N,Suisun Marsh,CYG,2017,2017,354,354,1
Y,Suisun Marsh,CYG,2017,2017,0,354,0
N,Suisun Marsh,CYG,2018,2018,362,362,1
Y,Suisun Marsh,CYG,2018,2018,0,362,0
N,Suisun Marsh,CYG,2019,2019,363,363,1
Y,Suisun Marsh,CYG,2019,2019,0,363,0
N,Suisun Marsh,GYS,2010,2010,359,359,1
Y,Suisun Marsh,GYS,2010,2010,0,359,0
N,Suisun Marsh,GYS,2011,2011,363,363,1
Y,Suisun Marsh,GYS,2011,2011,0,363,0
N,Suisun Marsh,GYS,2012,2012,342,342,1
Y,Suisun Marsh,GYS,2012,2012,0,342,0
N,Suisun Marsh,GYS,2013,2013,365,365,1
Y,Suisun Marsh,GYS,2013,2013,0,365,0
N,Suisun Marsh,GYS,2014,2014,359,359,1
Y,Suisun Marsh,GYS,2014,2014,0,359,0
N,Suisun Marsh,GYS,2015,2015,362,362,1
Y,Suisun Marsh,GYS,2015,2015,0,362,0
N,Suisun Marsh,GYS,2016,2016,341,341,1
Y,Suisun Marsh,GYS,2016,2016,0,341,0
N,Suisun Marsh,GYS,2017,2017,362,362,1
Y,Suisun Marsh,GYS,2017,2017,0,362,0
N,Suisun Marsh,GYS,2018,2018,339,339,1
Y,Suisun Marsh,GYS,2018,2018,0,339,0
N,Suisun Marsh,GYS,2019,2019,358,358,1
Y,Suisun Marsh,GYS,2019,2019,0,358,0
N,Suisun Marsh,HUN,2011,2011,364,364,1
Y,Suisun Marsh,HUN,2011,2011,0,364,0
N,Suisun Marsh,HUN,2012,2012,366,366,1
Y,Suisun Marsh,HUN,2012,2012,0,366,0
N,Suisun Marsh,HUN,2013,2013,365,365,1
Y,Suisun Marsh,HUN,2013,2013,0,365,0
N,Suisun Marsh,HUN,2014,2014,363,363,1
Y,Suisun Marsh,HUN,2014,2014,0,363,0
N,Suisun Marsh,HUN,2015,2015,362,362,1
Y,Suisun Marsh,HUN,2015,2015,0,362,0
N,Suisun Marsh,HUN,2016,2016,364,364,1
Y,Suisun Marsh,HUN,2016,2016,0,364,0
N,Suisun Marsh,HUN,2017,2017,362,362,1
Y,Suisun Marsh,HUN,2017,2017,0,362,0
N,Suisun Marsh,HUN,2018,2018,360,360,1
Y,Suisun Marsh,HUN,2018,2018,0,360,0
N,Suisun Marsh,HUN,2019,2019,364,364,1
Y,Suisun Marsh,HUN,2019,2019,0,364,0
N,Suisun Marsh,IBS,2010,2010,360,360,1
Y,Suisun Marsh,IBS,2010,2010,0,360,0
N,Suisun Marsh,IBS,2011,2011,362,362,1
Y,Suisun Marsh,IBS,2011,2011,0,362,0
N,Suisun Marsh,IBS,2012,2012,358,358,1
Y,Suisun Marsh,IBS,2012,2012,0,358,0
N,Suisun Marsh,IBS,2013,2013,360,360,1
Y,Suisun Marsh,IBS,2013,2013,0,360,0
N,Suisun Marsh,IBS,2014,2014,363,363,1
Y,Suisun Marsh,IBS,2014,2014,0,363,0
N,Suisun Marsh,IBS,2015,2015,362,362,1
Y,Suisun Marsh,IBS,2015,2015,0,362,0
N,Suisun Marsh,IBS,2016,2016,362,362,1
Y,Suisun Marsh,IBS,2016,2016,0,362,0
N,Suisun Marsh,IBS,2017,2017,360,360,1
Y,Suisun Marsh,IBS,2017,2017,0,360,0
N,Suisun Marsh,IBS,2018,2018,343,343,1
Y,Suisun Marsh,IBS,2018,2018,0,343,0
N,Suisun Marsh,IBS,2019,2019,354,354,1
Y,Suisun Marsh,IBS,2019,2019,0,354,0
N,Suisun Marsh,NSL,2010,2010,363,363,1
Y,Suisun Marsh,NSL,2010,2010,0,363,0
N,Suisun Marsh,NSL,2011,2011,361,361,1
Y,Suisun Marsh,NSL,2011,2011,0,361,0
N,Suisun Marsh,NSL,2012,2012,366,366,1
Y,Suisun Marsh,NSL,2012,2012,0,366,0
N,Suisun Marsh,NSL,2013,2013,365,365,1
Y,Suisun Marsh,NSL,2013,2013,0,365,0
N,Suisun Marsh,NSL,2014,2014,363,363,1
Y,Suisun Marsh,NSL,2014,2014,0,363,0
N,Suisun Marsh,NSL,2015,2015,346,346,1
Y,Suisun Marsh,NSL,2015,2015,0,346,0
N,Suisun Marsh,NSL,2016,2016,314,314,1
Y,Suisun Marsh,NSL,2016,2016,0,314,0
N,Suisun Marsh,NSL,2017,2017,362,362,1
Y,Suisun Marsh,NSL,2017,2017,0,362,0
N,Suisun Marsh,NSL,2018,2018,362,362,1
Y,Suisun Marsh,NSL,2018,2018,0,362,0
N,Suisun Marsh,NSL,2019,2019,363,363,1
Y,Suisun Marsh,NSL,2019,2019,0,363,0
N,Suisun Marsh,SNC,2010,2010,365,365,1
Y,Suisun Marsh,SNC,2010,2010,0,365,0
N,Suisun Marsh,SNC,2011,2011,363,363,1
Y,Suisun Marsh,SNC,2011,2011,0,363,0
N,Suisun Marsh,SNC,2012,2012,366,366,1
Y,Suisun Marsh,SNC,2012,2012,0,366,0
N,Suisun Marsh,SNC,2013,2013,360,360,1
Y,Suisun Marsh,SNC,2013,2013,0,360,0
N,Suisun Marsh,SNC,2014,2014,356,356,1
Y,Suisun Marsh,SNC,2014,2014,0,356,0
N,Suisun Marsh,SNC,2015,2015,363,363,1
Y,Suisun Marsh,SNC,2015,2015,0,363,0
N,Suisun Marsh,SNC,2016,2016,356,356,1
Y,Suisun Marsh,SNC,2016,2016,0,356,0
N,Suisun Marsh,SNC,2017,2017,359,359,1
Y,Suisun Marsh,SNC,2017,2017,0,359,0
N,Suisun Marsh,SNC,2018,2018,361,361,1
Y,Suisun Marsh,SNC,2018,2018,0,361,0
N,Suisun Marsh,SNC,2019,2019,360,360,1
Y,Suisun Marsh,SNC,2019,2019,0,360,0
N,Suisun Marsh,TEA,2011,2011,361,361,1
Y,Suisun Marsh,TEA,2011,2011,0,361,0
N,Suisun Marsh,TEA,2012,2012,366,366,1
Y,Suisun Marsh,TEA,2012,2012,0,366,0
N,Suisun Marsh,TEA,2013,2013,363,363,1
Y,Suisun Marsh,TEA,2013,2013,0,363,0
N,Suisun Marsh,TEA,2014,2014,363,363,1
Y,Suisun Marsh,TEA,2014,2014,0,363,0
N,Suisun Marsh,TEA,2015,2015,362,362,1
Y,Suisun Marsh,TEA,2015,2015,0,362,0
N,Suisun Marsh,TEA,2016,2016,363,363,1
Y,Suisun Marsh,TEA,2016,2016,0,363,0
N,Suisun Marsh,TEA,2017,2017,362,362,1
Y,Suisun Marsh,TEA,2017,2017,0,362,0
N,Suisun Marsh,TEA,2018,2018,360,360,1
Y,Suisun Marsh,TEA,2018,2018,0,360,0
N,Suisun Marsh,TEA,2019,2019,362,362,1
Y,Suisun Marsh,TEA,2019,2019,0,362,0
N,Suisun Marsh,VOL,2010,2010,364,364,1
Y,Suisun Marsh,VOL,2010,2010,0,364,0
N,Suisun Marsh,VOL,2011,2011,363,363,1
Y,Suisun Marsh,VOL,2011,2011,0,363,0
N,Suisun Marsh,VOL,2012,2012,366,366,1
Y,Suisun Marsh,VOL,2012,2012,0,366,0
N,Suisun Marsh,VOL,2013,2013,365,365,1
Y,Suisun Marsh,VOL,2013,2013,0,365,0
N,Suisun Marsh,VOL,2014,2014,363,363,1
Y,Suisun Marsh,VOL,2014,2014,0,363,0
N,Suisun Marsh,VOL,2015,2015,362,362,1
Y,Suisun Marsh,VOL,2015,2015,0,362,0
N,Suisun Marsh,VOL,2016,2016,364,364,1
Y,Suisun Marsh,VOL,2016,2016,0,364,0
N,Suisun Marsh,VOL,2017,2017,362,362,1
Y,Suisun Marsh,VOL,2017,2017,0,362,0
N,Suisun Marsh,VOL,2018,2018,362,362,1
Y,Suisun Marsh,VOL,2018,2018,0,362,0
N,Suisun Marsh,VOL,2019,2019,363,363,1
Y,Suisun Marsh,VOL,2019,2019,0,363,0
